Episodes,Reward,CumReward,Timesteps
364,1,120,4
365,-12,108,5
366,-2,106,6
367,-6,100,7
368,99,199,5
369,2,201,3
370,-14,187,7
371,0,187,4
372,1,188,4
373,2,190,3
374,-9,181,4
375,0,181,4
376,0,181,4
377,-2,179,6
378,-3,176,6
379,2,178,3
380,-6,172,7
381,0,172,4
382,-10,162,5
383,1,163,4
384,1,164,4
385,-2,162,5
386,-4,158,6
387,-3,155,6
388,2,157,3
389,2,159,3
390,1,160,4
391,-4,156,6
392,-2,154,6
393,-3,151,6
394,1,152,4
395,2,154,3
396,-4,150,6
397,0,150,4
398,-3,147,6
399,-5,142,7
400,1,143,4
401,0,143,4
402,-8,135,9
403,1,136,4
404,-3,133,6
405,0,133,4
406,0,133,5
407,-3,130,6
408,-2,128,5
409,-4,124,7
410,-2,122,5
411,1,123,4
412,-9,114,4
413,-2,112,5
414,-8,104,3
415,-3,101,6
416,0,101,4
417,0,101,4
418,-4,97,6
419,-5,92,7
420,-7,85,3
421,-3,82,6
422,-2,80,6
423,2,82,3
424,0,82,4
425,1,83,4
426,-8,75,3
427,0,75,4
428,1,76,4
429,1,77,4
430,0,77,4
431,-10,67,4
432,1,68,4
433,97,165,7
434,-7,158,9
435,-2,156,5
436,-1,155,5
437,98,253,6
438,91,344,4
439,2,346,3
440,-5,341,7
441,-7,334,3
442,-10,324,4
443,-2,322,5
444,-2,320,5
445,0,320,4
446,2,322,3
447,1,323,4
448,1,324,4
449,0,324,4
450,1,325,4
451,2,327,3
452,-1,326,5
453,0,326,4
454,-2,324,5
455,-4,320,6
456,-1,319,5
457,1,320,4
458,-2,318,5
459,100,418,5
460,0,418,4
461,-8,410,8
462,-9,401,4
463,0,401,5
464,98,499,6
465,0,499,4
466,-2,497,5
467,-2,495,5
468,0,495,5
469,-12,483,5
470,-2,481,6
471,1,482,4
472,-1,481,5
473,2,483,3
474,-2,481,5
475,0,481,4
476,0,481,4
477,1,482,4
478,-9,473,4
479,-3,470,6
480,-12,458,6
481,-2,456,5
482,1,457,4
483,-8,449,3
484,2,451,3
485,-6,445,7
486,95,540,7
487,-2,538,5
488,-7,531,3
489,-9,522,5
490,-5,517,7
491,0,517,4
492,0,517,5
493,2,519,3
494,-4,515,6
495,100,615,5
496,1,616,4
497,2,618,3
498,1,619,4
499,-9,610,4
500,0,610,4
501,-1,609,5
502,-1,608,5
503,1,609,4
504,-12,597,11
505,-2,595,5
506,2,597,3
507,-8,589,4
508,0,589,4
509,2,591,3
510,0,591,4
511,1,592,4
512,-4,588,7
513,-3,585,6
514,-10,575,4
515,-1,574,5
516,-1,573,5
517,-1,572,5
518,-2,570,5
519,-2,568,5
520,-2,566,6
521,0,566,4
522,92,658,4
523,-1,657,5
524,0,657,4
525,1,658,4
526,0,658,4
527,0,658,4
528,-4,654,6
529,0,654,5
530,-10,644,4
531,2,646,3
532,-3,643,6
533,97,740,7
534,99,839,5
535,-1,838,5
536,-1,837,5
537,1,838,4
538,0,838,4
539,1,839,4
540,-1,838,5
541,0,838,4
542,1,839,4
543,-4,835,7
544,-1,834,5
545,0,834,5
546,88,922,6
547,-8,914,3
548,-8,906,3
549,-5,901,7
550,-5,896,7
551,-4,892,6
552,-7,885,3
553,1,886,4
554,0,886,4
555,-2,884,5
556,-4,880,7
557,0,880,4
558,-2,878,5
559,-9,869,4
560,-3,866,6
561,1,867,4
562,2,869,3
563,1,870,4
564,-6,864,8
565,-7,857,8
566,95,952,7
567,88,1040,6
568,0,1040,5
569,1,1041,4
570,0,1041,4
571,1,1042,4
572,-2,1040,5
573,0,1040,4
574,-3,1037,6
575,0,1037,4
576,1,1038,4
577,-1,1037,5
578,2,1039,3
579,-2,1037,7
580,1,1038,4
581,-4,1034,6
582,-10,1024,4
583,-5,1019,7
584,-1,1018,5
585,-2,1016,6
586,-2,1014,5
587,-10,1004,4
588,-3,1001,6
589,0,1001,5
590,-9,992,4
591,-1,991,5
592,-5,986,7
593,0,986,5
594,-7,979,3
595,-4,975,6
596,-1,974,5
597,1,975,4
598,2,977,3
599,-2,975,5
600,-2,973,5
601,-4,969,6
602,-1,968,5
603,0,968,4
604,-8,960,3
605,0,960,4
606,1,961,4
607,1,962,4
608,98,1060,6
609,1,1061,4
610,-4,1057,6
611,-2,1055,5
612,-1,1054,5
613,-3,1051,6
614,-3,1048,6
615,-1,1047,5
616,-3,1044,6
617,-3,1041,6
618,1,1042,4
619,-10,1032,4
620,-2,1030,6
621,-4,1026,6
622,-12,1014,5
623,-8,1006,3
624,-2,1004,6
625,95,1099,8
626,0,1099,4
627,-1,1098,5
628,-1,1097,5
629,-3,1094,6
630,0,1094,4
631,-3,1091,6
632,-4,1087,7
633,2,1089,3
634,-3,1086,6
635,1,1087,4
636,0,1087,4
637,-2,1085,5
638,-3,1082,6
639,1,1083,4
640,-8,1075,4
641,-5,1070,8
642,99,1169,5
643,98,1267,6
644,-3,1264,6
645,-9,1255,5
646,91,1346,4
647,0,1346,4
648,-2,1344,5
649,-4,1340,6
650,-1,1339,5
651,-1,1338,5
652,-4,1334,7
653,-8,1326,3
654,-2,1324,5
655,-2,1322,5
656,-3,1319,6
657,0,1319,5
658,0,1319,4
659,-4,1315,6
660,-3,1312,6
661,-4,1308,6
662,0,1308,5
663,1,1309,4
664,-2,1307,5
665,0,1307,4
666,0,1307,4
667,-1,1306,5
668,-2,1304,5
669,-9,1295,4
670,-2,1293,5
671,-2,1291,5
672,-4,1287,7
673,2,1289,3
674,0,1289,4
675,0,1289,4
676,2,1291,3
677,2,1293,3
678,2,1295,3
679,2,1297,3
680,-2,1295,5
681,2,1297,3
682,97,1394,6
683,-3,1391,6
684,1,1392,4
685,-4,1388,6
686,-9,1379,4
687,-3,1376,6
688,0,1376,4
689,-2,1374,5
690,1,1375,4
691,90,1465,5
692,-1,1464,5
693,-1,1463,5
694,2,1465,3
695,0,1465,4
696,-1,1464,5
697,-3,1461,6
698,-7,1454,3
699,-1,1453,5
700,99,1552,5
701,1,1553,4
702,100,1653,5
703,0,1653,4
704,0,1653,4
705,0,1653,4
706,-1,1652,5
707,1,1653,4
708,-1,1652,5
709,-2,1650,6
710,-6,1644,7
711,0,1644,4
712,-9,1635,4
713,0,1635,4
714,2,1637,3
715,91,1728,10
716,2,1730,3
717,100,1830,5
718,-1,1829,5
719,-9,1820,4
720,-5,1815,8
721,-4,1811,6
722,93,1904,3
723,-7,1897,3
724,-2,1895,5
725,-5,1890,7
726,-3,1887,6
727,-3,1884,6
728,-2,1882,5
729,-7,1875,3
730,-6,1869,8
731,0,1869,4
732,-2,1867,6
733,1,1868,4
734,1,1869,4
735,0,1869,4
736,-2,1867,6
737,-5,1862,7
738,-7,1855,3
739,0,1855,4
740,-1,1854,5
741,100,1954,5
742,-13,1941,6
743,-3,1938,6
744,0,1938,5
745,-8,1930,8
746,-9,1921,4
747,1,1922,4
748,0,1922,4
749,0,1922,4
750,1,1923,4
751,-4,1919,6
752,-1,1918,5
753,-4,1914,6
754,-2,1912,6
755,0,1912,4
756,-1,1911,5
757,-10,1901,10
758,-11,1890,5
759,-2,1888,6
760,0,1888,4
761,0,1888,4
762,-3,1885,6
763,-7,1878,8
764,1,1879,4
765,-8,1871,3
766,-1,1870,5
767,-3,1867,6
768,1,1868,4
769,0,1868,4
770,1,1869,4
771,-2,1867,5
772,0,1867,5
773,2,1869,3
774,-3,1866,6
775,-9,1857,10
776,2,1859,3
777,1,1860,4
778,-4,1856,7
779,-11,1845,5
780,-15,1830,7
781,-2,1828,6
782,0,1828,4
783,0,1828,4
784,2,1830,3
785,-3,1827,6
786,0,1827,4
787,-2,1825,5
788,99,1924,5
789,1,1925,4
790,-1,1924,5
791,1,1925,4
792,-10,1915,4
793,0,1915,4
794,1,1916,4
795,-1,1915,5
796,-2,1913,5
797,-3,1910,6
798,-3,1907,6
799,-3,1904,6
800,-6,1898,8
801,-2,1896,6
802,0,1896,4
803,-3,1893,6
804,-11,1882,5
805,0,1882,4
806,-2,1880,5
807,-2,1878,5
808,-6,1872,7
809,-3,1869,7
810,-4,1865,6
811,-1,1864,5
812,1,1865,4
813,-2,1863,6
814,2,1865,3
815,-2,1863,5
816,0,1863,5
817,-5,1858,8
818,0,1858,4
819,-4,1854,7
820,101,1955,4
821,1,1956,4
822,101,2057,4
823,-2,2055,5
824,1,2056,4
825,0,2056,5
826,0,2056,4
827,0,2056,4
828,-7,2049,3
829,-1,2048,5
830,99,2147,5
831,-5,2142,7
832,-1,2141,5
833,0,2141,5
834,-1,2140,5
835,0,2140,4
836,0,2140,4
837,94,2234,9
838,-5,2229,7
839,100,2329,5
840,2,2331,3
841,-9,2322,4
842,0,2322,4
843,-1,2321,5
844,-7,2314,8
845,1,2315,4
846,1,2316,4
847,-2,2314,5
848,2,2316,3
849,-1,2315,5
850,-2,2313,6
851,-4,2309,6
852,-1,2308,5
853,-8,2300,3
854,0,2300,4
855,2,2302,3
856,2,2304,3
857,-2,2302,6
858,-4,2298,6
859,0,2298,4
860,-2,2296,6
861,1,2297,4
862,1,2298,4
863,-4,2294,6
864,0,2294,4
865,1,2295,4
866,-4,2291,6
867,-4,2287,7
868,-2,2285,5
869,-1,2284,5
870,-2,2282,5
871,-9,2273,4
872,1,2274,4
873,1,2275,4
874,-4,2271,7
875,0,2271,4
876,-3,2268,6
877,-1,2267,5
878,-12,2255,5
879,2,2257,3
880,0,2257,4
881,1,2258,4
882,-8,2250,3
883,1,2251,4
884,-1,2250,5
885,-9,2241,4
886,-5,2236,7
887,-8,2228,4
888,0,2228,4
889,-1,2227,5
890,0,2227,4
891,-9,2218,4
892,-5,2213,7
893,-2,2211,5
894,-7,2204,8
895,1,2205,4
896,2,2207,3
897,-7,2200,8
898,-2,2198,6
899,-2,2196,6
900,0,2196,4
901,2,2198,3
902,-2,2196,5
903,-1,2195,5
904,-11,2184,5
905,86,2270,7
906,-3,2267,6
907,-6,2261,8
908,1,2262,4
909,-1,2261,5
910,-3,2258,6
911,0,2258,4
912,0,2258,4
913,-3,2255,6
914,1,2256,4
915,0,2256,4
916,2,2258,3
917,-9,2249,4
918,0,2249,4
919,0,2249,4
920,-2,2247,5
921,-1,2246,5
922,-9,2237,4
923,-2,2235,5
924,-2,2233,5
925,1,2234,4
926,-1,2233,5
927,0,2233,4
928,-1,2232,5
929,-2,2230,5
930,97,2327,6
931,-9,2318,4
932,-3,2315,7
933,-3,2312,6
934,-8,2304,3
935,1,2305,4
936,-3,2302,6
937,1,2303,4
938,2,2305,3
939,1,2306,4
940,1,2307,4
941,-2,2305,5
942,-3,2302,6
943,0,2302,4
944,99,2401,5
945,1,2402,4
946,0,2402,4
947,99,2501,5
948,-7,2494,3
949,1,2495,4
950,-3,2492,6
951,-8,2484,4
952,2,2486,3
953,-2,2484,5
954,0,2484,5
955,0,2484,4
956,-2,2482,5
957,-10,2472,4
958,0,2472,4
959,0,2472,4
960,-4,2468,8
961,-5,2463,7
962,-10,2453,9
963,2,2455,3
964,-12,2443,5
965,-3,2440,7
966,-1,2439,5
967,-5,2434,7
968,-1,2433,5
969,1,2434,4
970,2,2436,3
971,0,2436,4
972,-4,2432,6
973,1,2433,4
974,2,2435,3
975,-4,2431,6
976,-2,2429,5
977,-6,2423,8
978,1,2424,4
979,0,2424,4
980,-2,2422,6
981,1,2423,4
982,0,2423,4
983,-6,2417,8
984,0,2417,4
985,1,2418,4
986,2,2420,3
987,1,2421,4
988,1,2422,4
989,1,2423,4
990,-2,2421,6
991,0,2421,4
992,-4,2417,6
993,1,2418,4
994,96,2514,7
995,1,2515,4
996,0,2515,4
997,0,2515,4
998,-7,2508,3
999,97,2605,6
